farmer_id,collective_id,region_id,season,holding_category,total_area_ha,cultivation_budget,labour_capacity,minimum_projected_income,risk_tolerance,participation_state,synthetic_seed,synthetic
F0270,C07,R2,kharif,small,1.75,68655.0,140.0,87645.0,0.61,INVITED,1001694163,True
F0271,C04,R4,kharif,marginal,0.849,25234.0,61.0,33186.0,0.59,INVITED,255244298,True
F0272,C09,R4,kharif,semi_medium,3.615,130135.0,363.0,177628.0,0.64,INVITED,608351400,True
F0273,C08,R3,kharif,marginal,0.941,38066.0,67.0,38688.0,0.6,INVITED,1170458239,True
F0274,C04,R4,kharif,marginal,0.687,30891.0,68.0,26508.0,0.5,INVITED,827175304,True
F0275,C03,R3,kharif,small,1.027,46071.0,65.0,61344.0,0.64,INVITED,1314395807,True
F0276,C04,R4,kharif,small,1.548,60801.0,133.0,51643.0,0.38,INVITED,1477499130,True
F0277,C03,R3,kharif,marginal,0.224,7041.0,20.0,9059.0,0.67,INVITED,1845845779,True
F0278,C06,R1,kharif,marginal,0.686,17345.0,66.0,22102.0,0.56,INVITED,1063947998,True
F0279,C03,R3,kharif,marginal,0.868,34609.0,57.0,37171.0,0.8,INVITED,1455248911,True
F0280,C10,R5,kharif,marginal,0.936,28548.0,70.0,37638.0,0.17,INVITED,260246116,True
F0281,C08,R3,kharif,marginal,0.662,26917.0,67.0,26605.0,0.22,INVITED,499309999,True
F0282,C08,R3,kharif,semi_medium,2.103,79207.0,131.0,74065.0,0.14,INVITED,40639920,True
F0283,C03,R3,kharif,marginal,0.903,32333.0,63.0,38609.0,0.13,INVITED,292652222,True
F0284,C08,R3,kharif,marginal,0.297,10320.0,32.0,9003.0,0.52,INVITED,1723216414,True
F0285,C10,R5,kharif,marginal,0.418,16705.0,30.0,20801.0,0.55,INVITED,1296292962,True
F0286,C10,R5,kharif,marginal,0.893,24566.0,75.0,24722.0,0.51,INVITED,404466756,True
F0287,C08,R3,kharif,marginal,0.275,11688.0,18.0,12898.0,0.5,INVITED,1465216555,True
F0288,C01,R1,kharif,medium,5.729,242524.0,417.0,253112.0,0.67,INVITED,418016361,True
F0289,C04,R4,kharif,small,1.293,53721.0,110.0,43945.0,0.16,INVITED,952902855,True
F0290,C01,R1,kharif,marginal,0.424,11655.0,42.0,10480.0,0.51,INVITED,1660565154,True
F0291,C02,R2,kharif,semi_medium,2.061,89049.0,206.0,75704.0,0.58,INVITED,786578671,True
F0292,C04,R4,kharif,small,1.973,50885.0,189.0,69524.0,0.74,INVITED,352086453,True
F0293,C08,R3,kharif,semi_medium,3.251,138007.0,294.0,120750.0,0.89,INVITED,1989698667,True
F0294,C08,R3,kharif,small,1.792,45334.0,155.0,60041.0,0.3,INVITED,1214179814,True
F0295,C03,R3,kharif,marginal,0.655,17464.0,49.0,15564.0,0.11,INVITED,550669570,True
F0296,C05,R5,kharif,marginal,0.475,15955.0,52.0,13787.0,0.31,INVITED,1316913579,True
F0297,C03,R3,kharif,marginal,0.769,25956.0,72.0,34228.0,0.16,INVITED,1756590889,True
F0298,C09,R4,kharif,marginal,0.23,6104.0,25.0,5621.0,0.68,INVITED,1859991251,True
F0299,C02,R2,kharif,marginal,0.82,21566.0,88.0,24632.0,0.45,INVITED,1470515134,True
F0300,C01,R1,kharif,marginal,0.728,31510.0,52.0,29500.0,0.16,INVITED,715463569,True
F0301,C09,R4,kharif,marginal,0.59,17900.0,53.0,23569.0,0.13,INVITED,1069173321,True
F0302,C08,R3,kharif,marginal,0.399,11838.0,34.0,10722.0,0.9,INVITED,1789000058,True
F0303,C01,R1,kharif,marginal,0.916,38341.0,93.0,53548.0,0.27,INVITED,332483067,True
F0304,C02,R2,kharif,small,1.064,39279.0,80.0,44325.0,0.4,INVITED,1607832983,True
F0305,C08,R3,kharif,marginal,0.395,10136.0,39.0,8199.0,0.26,INVITED,792978122,True
F0306,C09,R4,kharif,small,1.608,59921.0,122.0,77633.0,0.86,INVITED,919916103,True
F0307,C01,R1,kharif,marginal,0.501,13424.0,38.0,13976.0,0.12,INVITED,1093793780,True
F0308,C08,R3,kharif,marginal,0.277,11615.0,22.0,14696.0,0.27,INVITED,1182954034,True
F0309,C10,R5,kharif,small,1.193,40857.0,98.0,45849.0,0.54,INVITED,1488467372,True
F0310,C01,R1,kharif,marginal,0.299,9864.0,18.0,13247.0,0.12,INVITED,76485266,True
F0311,C09,R4,kharif,marginal,0.407,10958.0,36.0,14043.0,0.14,INVITED,1466910285,True
F0312,C09,R4,kharif,marginal,0.89,31000.0,74.0,36593.0,0.36,INVITED,1403775196,True
F0313,C05,R5,kharif,marginal,0.802,33963.0,87.0,27647.0,0.8,INVITED,656048747,True
F0314,C01,R1,kharif,small,1.826,67231.0,176.0,87335.0,0.58,INVITED,949573323,True
F0315,C02,R2,kharif,small,1.924,53320.0,171.0,43901.0,0.86,INVITED,1265025371,True
F0316,C08,R3,kharif,marginal,0.952,25160.0,84.0,34448.0,0.77,INVITED,987850053,True
F0317,C07,R2,kharif,semi_medium,3.491,93670.0,261.0,80928.0,0.72,INVITED,1771857680,True
F0318,C03,R3,kharif,large,11.692,446141.0,1104.0,598647.0,0.47,INVITED,1115013017,True
F0319,C03,R3,kharif,marginal,0.309,13742.0,22.0,13676.0,0.65,INVITED,203259359,True
F0320,C04,R4,kharif,small,1.973,73638.0,143.0,98283.0,0.24,INVITED,1577139062,True
F0321,C02,R2,kharif,marginal,0.401,11199.0,33.0,11126.0,0.11,INVITED,1787396848,True
F0322,C08,R3,kharif,marginal,0.525,23219.0,57.0,19441.0,0.49,INVITED,1366882248,True
F0323,C10,R5,kharif,marginal,0.429,17332.0,34.0,21663.0,0.55,INVITED,1786976665,True
F0324,C07,R2,kharif,marginal,0.845,27730.0,81.0,25173.0,0.58,INVITED,1731261374,True
F0325,C09,R4,kharif,medium,7.215,223075.0,698.0,247856.0,0.39,INVITED,1880454795,True
F0326,C01,R1,kharif,semi_medium,2.247,94801.0,170.0,77417.0,0.49,INVITED,1492491198,True
F0327,C07,R2,kharif,marginal,0.311,10406.0,19.0,14137.0,0.23,INVITED,618798199,True
F0328,C07,R2,kharif,medium,9.481,313687.0,834.0,292805.0,0.21,INVITED,158901737,True
F0329,C06,R1,kharif,marginal,0.905,32854.0,89.0,27031.0,0.8,INVITED,98619251,True
F0330,C03,R3,kharif,semi_medium,2.697,72341.0,222.0,60743.0,0.83,INVITED,703812754,True
F0331,C01,R1,kharif,marginal,0.804,32802.0,58.0,27884.0,0.87,INVITED,93976710,True
F0332,C02,R2,kharif,marginal,0.583,25187.0,58.0,26001.0,0.35,INVITED,1752722108,True
F0333,C07,R2,kharif,marginal,0.429,16207.0,30.0,16780.0,0.69,INVITED,128904428,True
F0334,C01,R1,kharif,marginal,0.419,15424.0,46.0,17759.0,0.52,INVITED,1471620649,True
F0335,C03,R3,kharif,marginal,0.28,9807.0,25.0,10124.0,0.62,INVITED,293579886,True
F0336,C08,R3,kharif,medium,9.494,390220.0,632.0,352081.0,0.75,INVITED,1471504450,True
F0337,C08,R3,kharif,marginal,0.379,12898.0,34.0,15863.0,0.25,INVITED,1131833660,True
F0338,C01,R1,kharif,marginal,0.975,30475.0,89.0,40342.0,0.66,INVITED,1869044563,True
F0339,C02,R2,kharif,marginal,0.513,13136.0,55.0,17957.0,0.66,INVITED,202118441,True
F0340,C08,R3,kharif,marginal,0.557,19301.0,59.0,23179.0,0.5,INVITED,71416046,True
F0341,C03,R3,kharif,medium,8.963,273211.0,605.0,351419.0,0.46,INVITED,1221334488,True
F0342,C10,R5,kharif,marginal,0.535,22506.0,45.0,18817.0,0.48,INVITED,1654066231,True
F0343,C04,R4,kharif,marginal,0.488,19346.0,44.0,15629.0,0.78,INVITED,162554398,True
F0344,C03,R3,kharif,small,1.179,38136.0,107.0,49244.0,0.17,INVITED,552192620,True
F0345,C07,R2,kharif,medium,8.1,274211.0,720.0,234108.0,0.65,INVITED,1435112132,True
F0346,C01,R1,kharif,marginal,0.75,30833.0,57.0,41969.0,0.26,INVITED,1050070840,True
F0347,C03,R3,kharif,marginal,0.706,30338.0,78.0,30877.0,0.28,INVITED,543190418,True
F0348,C08,R3,kharif,marginal,0.382,11221.0,33.0,13147.0,0.33,INVITED,981241901,True
F0349,C09,R4,kharif,marginal,0.513,15267.0,35.0,14922.0,0.22,INVITED,988428147,True
F0350,C08,R3,kharif,marginal,0.539,18668.0,36.0,19499.0,0.79,INVITED,1350393164,True
F0351,C03,R3,kharif,marginal,0.811,24798.0,75.0,30508.0,0.85,INVITED,631263981,True
F0352,C02,R2,kharif,marginal,0.31,13170.0,26.0,17090.0,0.28,INVITED,1944788163,True
F0353,C09,R4,kharif,marginal,0.866,31568.0,93.0,31788.0,0.69,INVITED,1606601513,True
F0354,C05,R5,kharif,medium,9.176,366284.0,941.0,406744.0,0.26,INVITED,731599690,True
F0355,C03,R3,kharif,small,1.552,55331.0,125.0,44624.0,0.39,INVITED,1727605548,True
F0356,C01,R1,kharif,small,1.646,51801.0,104.0,64939.0,0.58,INVITED,1569093700,True
F0357,C10,R5,kharif,small,1.671,64891.0,155.0,86290.0,0.23,INVITED,1296694202,True
F0358,C10,R5,kharif,marginal,0.33,9498.0,20.0,12479.0,0.73,INVITED,1668166977,True
F0359,C10,R5,kharif,marginal,0.942,37088.0,87.0,46598.0,0.16,INVITED,263761038,True
F0360,C09,R4,kharif,marginal,0.306,9919.0,23.0,10481.0,0.2,INVITED,136534832,True
F0361,C09,R4,kharif,marginal,0.508,17629.0,50.0,23384.0,0.34,INVITED,1291569168,True
F0362,C07,R2,kharif,marginal,0.595,22985.0,48.0,20113.0,0.36,INVITED,187846497,True
F0363,C08,R3,kharif,small,1.026,29233.0,92.0,39656.0,0.26,INVITED,2126461,True
F0364,C04,R4,kharif,marginal,0.914,30094.0,96.0,38973.0,0.63,INVITED,460485968,True
F0365,C02,R2,kharif,small,1.006,39191.0,63.0,40221.0,0.31,INVITED,1466828630,True
F0366,C01,R1,kharif,marginal,0.937,25383.0,58.0,32057.0,0.72,INVITED,536884116,True
F0367,C10,R5,kharif,small,1.058,41911.0,103.0,36075.0,0.62,INVITED,1063438437,True
F0368,C10,R5,kharif,marginal,0.366,11902.0,31.0,10767.0,0.55,INVITED,1613600706,True
F0369,C09,R4,kharif,medium,5.966,202340.0,532.0,225286.0,0.78,INVITED,1443593855,True
F0370,C05,R5,kharif,marginal,0.764,23683.0,76.0,28101.0,0.44,INVITED,1550536939,True
F0371,C01,R1,kharif,medium,4.331,109091.0,309.0,134337.0,0.22,INVITED,1138192871,True
F0372,C02,R2,kharif,large,12.864,572790.0,1332.0,481894.0,0.66,INVITED,387103592,True
F0373,C09,R4,kharif,semi_medium,3.627,135735.0,313.0,152848.0,0.54,INVITED,1368324598,True
F0374,C06,R1,kharif,medium,8.326,312482.0,828.0,401113.0,0.84,INVITED,1346937792,True
F0375,C06,R1,kharif,semi_medium,2.155,81257.0,208.0,77734.0,0.34,INVITED,176052031,True
F0376,C01,R1,kharif,semi_medium,2.683,95754.0,239.0,100104.0,0.18,INVITED,789025485,True
F0377,C08,R3,kharif,marginal,0.365,11168.0,23.0,9726.0,0.39,INVITED,1917650705,True
F0378,C04,R4,kharif,marginal,0.65,23176.0,69.0,29920.0,0.21,INVITED,445051007,True
F0379,C05,R5,kharif,marginal,0.422,11133.0,27.0,15367.0,0.41,INVITED,1789738893,True
F0380,C06,R1,kharif,marginal,0.899,29325.0,78.0,37213.0,0.3,INVITED,1107685028,True
F0381,C10,R5,kharif,marginal,0.239,7046.0,26.0,7606.0,0.61,INVITED,142196695,True
F0382,C07,R2,kharif,small,1.043,26323.0,78.0,22167.0,0.49,INVITED,1281796317,True
F0383,C09,R4,kharif,marginal,0.992,39644.0,80.0,51821.0,0.17,INVITED,1021626162,True
F0384,C09,R4,kharif,marginal,0.853,25896.0,80.0,20747.0,0.87,INVITED,1102597568,True
F0385,C04,R4,kharif,small,1.94,54993.0,162.0,48426.0,0.55,INVITED,1085524582,True
F0386,C02,R2,kharif,marginal,0.325,11024.0,25.0,12770.0,0.78,INVITED,627583733,True
F0387,C08,R3,kharif,small,1.02,34453.0,91.0,29270.0,0.17,INVITED,1219194634,True
F0388,C01,R1,kharif,marginal,0.824,30173.0,64.0,38258.0,0.49,INVITED,1215707079,True
F0389,C04,R4,kharif,medium,5.657,206219.0,597.0,259065.0,0.25,INVITED,985071728,True
F0390,C07,R2,kharif,marginal,0.83,32106.0,72.0,30827.0,0.58,INVITED,1332446553,True
F0391,C09,R4,kharif,marginal,0.803,24965.0,70.0,21170.0,0.55,INVITED,740405347,True
F0392,C06,R1,kharif,marginal,0.463,16377.0,49.0,18798.0,0.19,INVITED,1147502528,True
F0393,C02,R2,kharif,small,1.807,67224.0,163.0,89944.0,0.69,INVITED,1955094216,True
F0394,C08,R3,kharif,marginal,0.377,9730.0,41.0,8818.0,0.57,INVITED,1466387244,True
F0395,C03,R3,kharif,marginal,0.867,37702.0,53.0,34822.0,0.5,INVITED,1122151091,True
F0396,C08,R3,kharif,marginal,0.79,30758.0,61.0,29528.0,0.7,INVITED,1470387443,True
F0397,C04,R4,kharif,marginal,0.303,8120.0,26.0,7392.0,0.87,INVITED,1733113465,True
F0398,C05,R5,kharif,semi_medium,2.095,91034.0,188.0,85809.0,0.24,INVITED,1071267125,True
F0399,C06,R1,kharif,marginal,0.635,27995.0,47.0,31765.0,0.72,INVITED,818809924,True
F0400,C08,R3,kharif,small,1.94,77648.0,141.0,81516.0,0.33,INVITED,1929367942,True
F0401,C09,R4,kharif,semi_medium,3.252,82753.0,314.0,93254.0,0.89,INVITED,1500518376,True
F0402,C07,R2,kharif,marginal,0.843,32343.0,67.0,32802.0,0.38,INVITED,91760700,True
F0403,C02,R2,kharif,marginal,0.458,14855.0,28.0,13553.0,0.5,INVITED,1581296788,True
F0404,C03,R3,kharif,marginal,0.854,36433.0,58.0,34456.0,0.61,INVITED,1721460073,True
F0405,C01,R1,kharif,small,1.875,59995.0,139.0,80424.0,0.5,INVITED,1718735799,True
F0406,C03,R3,kharif,marginal,0.476,15279.0,42.0,15545.0,0.43,INVITED,703194960,True
F0407,C07,R2,kharif,small,1.189,48291.0,76.0,53754.0,0.82,INVITED,1542791931,True
F0408,C02,R2,kharif,semi_medium,2.251,66707.0,188.0,90847.0,0.56,INVITED,1849990100,True
F0409,C04,R4,kharif,marginal,0.591,20426.0,40.0,25717.0,0.33,INVITED,1054804354,True
F0410,C09,R4,kharif,marginal,0.978,29589.0,86.0,27262.0,0.62,INVITED,1929573755,True
F0411,C03,R3,kharif,small,1.936,62601.0,179.0,53007.0,0.37,INVITED,1989611825,True
F0412,C07,R2,kharif,marginal,0.254,9045.0,17.0,10116.0,0.37,INVITED,41034349,True
F0413,C08,R3,kharif,small,1.801,79760.0,122.0,101272.0,0.72,INVITED,84303879,True
F0414,C02,R2,kharif,small,1.171,48288.0,105.0,51934.0,0.78,INVITED,44104653,True
F0415,C01,R1,kharif,small,1.994,67224.0,120.0,86453.0,0.65,INVITED,18494292,True
F0416,C06,R1,kharif,small,1.227,38638.0,126.0,37499.0,0.15,INVITED,781872345,True
F0417,C07,R2,kharif,semi_medium,2.97,113686.0,189.0,149766.0,0.58,INVITED,1137401006,True
F0418,C03,R3,kharif,marginal,0.767,32589.0,53.0,35246.0,0.88,INVITED,1579980801,True
F0419,C04,R4,kharif,medium,7.086,288768.0,560.0,248158.0,0.22,INVITED,261152018,True
F0420,C02,R2,kharif,marginal,0.955,40646.0,65.0,45260.0,0.54,INVITED,778558319,True
F0421,C08,R3,kharif,marginal,0.387,15509.0,41.0,15148.0,0.33,INVITED,180753752,True
F0422,C02,R2,kharif,marginal,0.867,32100.0,66.0,30541.0,0.43,INVITED,1114130836,True
F0423,C05,R5,kharif,small,1.727,55005.0,152.0,73483.0,0.51,INVITED,332272124,True
F0424,C06,R1,kharif,marginal,0.893,23879.0,98.0,19717.0,0.56,INVITED,1037156592,True
F0425,C05,R5,kharif,marginal,0.503,18981.0,42.0,20041.0,0.2,INVITED,1187592062,True
F0426,C06,R1,kharif,marginal,0.757,31231.0,62.0,27081.0,0.51,INVITED,909410098,True
F0427,C04,R4,kharif,marginal,0.943,41043.0,73.0,33401.0,0.46,INVITED,561259611,True
F0428,C01,R1,kharif,medium,4.339,122755.0,283.0,114021.0,0.16,INVITED,1314055992,True
F0429,C09,R4,kharif,marginal,0.337,13944.0,34.0,16338.0,0.56,INVITED,846802143,True
F0430,C01,R1,kharif,small,1.762,57076.0,130.0,65950.0,0.66,INVITED,1961939044,True
F0431,C06,R1,kharif,medium,6.999,277510.0,705.0,261122.0,0.24,INVITED,886229434,True
F0432,C04,R4,kharif,marginal,0.518,18096.0,38.0,15760.0,0.46,INVITED,1974197230,True
F0433,C10,R5,kharif,marginal,0.621,26662.0,51.0,36241.0,0.68,INVITED,1645209614,True
F0434,C04,R4,kharif,semi_medium,3.612,124905.0,282.0,112675.0,0.7,INVITED,1280967972,True
F0435,C03,R3,kharif,marginal,0.636,28249.0,62.0,36118.0,0.2,INVITED,755003283,True
F0436,C10,R5,kharif,marginal,0.977,38410.0,99.0,51680.0,0.79,INVITED,638087352,True
F0437,C07,R2,kharif,marginal,0.308,11321.0,19.0,14860.0,0.54,INVITED,183148445,True
F0438,C01,R1,kharif,marginal,0.831,29914.0,84.0,38631.0,0.29,INVITED,349816369,True
F0439,C08,R3,kharif,marginal,0.625,20469.0,40.0,26992.0,0.88,INVITED,55787659,True
F0440,C05,R5,kharif,marginal,0.435,14629.0,34.0,15717.0,0.51,INVITED,262907644,True
F0441,C02,R2,kharif,marginal,0.902,29152.0,63.0,31808.0,0.65,INVITED,321082665,True
F0442,C01,R1,kharif,marginal,0.811,27363.0,86.0,34322.0,0.61,INVITED,1931343111,True
F0443,C10,R5,kharif,marginal,0.282,7714.0,18.0,9419.0,0.6,INVITED,841539795,True
F0444,C02,R2,kharif,marginal,0.592,23026.0,63.0,32117.0,0.1,INVITED,949750024,True
F0445,C08,R3,kharif,small,1.527,52321.0,126.0,68309.0,0.23,INVITED,137620868,True
F0446,C04,R4,kharif,marginal,0.905,34366.0,92.0,42496.0,0.14,INVITED,638107141,True
F0447,C03,R3,kharif,small,1.172,49112.0,74.0,39392.0,0.59,INVITED,690040520,True
F0448,C06,R1,kharif,small,1.436,42486.0,140.0,38176.0,0.85,INVITED,374643551,True
F0449,C06,R1,kharif,marginal,0.738,18541.0,54.0,23250.0,0.87,INVITED,426518908,True
F0450,C09,R4,kharif,marginal,0.428,18636.0,28.0,15407.0,0.71,INVITED,801442020,True
F0451,C05,R5,kharif,marginal,0.574,15379.0,58.0,13458.0,0.1,INVITED,1734092840,True
F0452,C09,R4,kharif,marginal,0.618,20075.0,63.0,28036.0,0.43,INVITED,1369674369,True
F0453,C10,R5,kharif,medium,6.763,192513.0,676.0,266187.0,0.16,INVITED,899380975,True
F0454,C02,R2,kharif,marginal,0.791,22010.0,62.0,22554.0,0.37,INVITED,1319478870,True
F0455,C01,R1,kharif,marginal,0.688,18568.0,55.0,23190.0,0.29,INVITED,1095195171,True
F0456,C06,R1,kharif,marginal,0.799,21102.0,57.0,23519.0,0.12,INVITED,1375095096,True
F0457,C04,R4,kharif,marginal,0.501,19994.0,42.0,26650.0,0.22,INVITED,1166125029,True
F0458,C01,R1,kharif,marginal,0.46,17481.0,33.0,18141.0,0.86,INVITED,1770775785,True
F0459,C05,R5,kharif,marginal,0.783,19878.0,83.0,21845.0,0.58,INVITED,196295612,True
F0460,C08,R3,kharif,small,1.176,31466.0,115.0,32521.0,0.81,INVITED,576094198,True
F0461,C04,R4,kharif,marginal,0.528,17052.0,54.0,21345.0,0.81,INVITED,1033367389,True
F0462,C09,R4,kharif,large,10.09,384637.0,787.0,526931.0,0.35,INVITED,1120607722,True
F0463,C04,R4,kharif,marginal,0.984,43831.0,71.0,57799.0,0.53,INVITED,1149069758,True
F0464,C06,R1,kharif,marginal,0.422,13898.0,27.0,12679.0,0.11,INVITED,1444727222,True
F0465,C07,R2,kharif,marginal,0.416,16058.0,25.0,14143.0,0.82,INVITED,634808628,True
F0466,C02,R2,kharif,semi_medium,2.597,68987.0,204.0,83425.0,0.37,INVITED,587266534,True
F0467,C07,R2,kharif,marginal,0.558,19469.0,60.0,25321.0,0.63,INVITED,615736394,True
F0468,C07,R2,kharif,marginal,0.629,19172.0,57.0,22759.0,0.69,INVITED,1645589459,True
F0469,C07,R2,kharif,small,1.095,27636.0,71.0,38485.0,0.6,INVITED,516166588,True
F0470,C05,R5,kharif,small,1.896,74773.0,193.0,83941.0,0.17,INVITED,795886174,True
F0471,C07,R2,kharif,marginal,0.445,15482.0,47.0,17333.0,0.61,INVITED,978895714,True
F0472,C03,R3,kharif,semi_medium,3.783,133364.0,389.0,160324.0,0.12,INVITED,1393211628,True
F0473,C09,R4,kharif,small,1.275,32846.0,139.0,45575.0,0.4,INVITED,785180770,True
F0474,C02,R2,kharif,marginal,0.274,8496.0,27.0,8048.0,0.21,INVITED,508568474,True
F0475,C02,R2,kharif,marginal,0.826,27115.0,66.0,32891.0,0.41,INVITED,236727569,True
F0476,C04,R4,kharif,marginal,0.25,6736.0,16.0,7997.0,0.64,INVITED,1974790040,True
F0477,C07,R2,kharif,marginal,0.409,11542.0,36.0,13303.0,0.85,INVITED,1982446127,True
F0478,C01,R1,kharif,semi_medium,3.963,170248.0,256.0,199631.0,0.47,INVITED,1361454865,True
F0479,C03,R3,kharif,marginal,0.358,16006.0,29.0,14245.0,0.15,INVITED,1665596872,True
F0480,C04,R4,kharif,semi_medium,3.87,152987.0,281.0,189661.0,0.83,INVITED,888937054,True
F0481,C03,R3,kharif,marginal,0.941,41959.0,62.0,46856.0,0.74,INVITED,259576533,True
F0482,C02,R2,kharif,marginal,0.995,42191.0,74.0,53472.0,0.63,INVITED,942697413,True
F0483,C02,R2,kharif,marginal,0.838,35290.0,77.0,41604.0,0.14,INVITED,898880671,True
F0484,C07,R2,kharif,small,1.054,38875.0,106.0,49838.0,0.38,INVITED,305498033,True
F0485,C04,R4,kharif,marginal,0.252,7778.0,23.0,6598.0,0.75,INVITED,756043228,True
F0486,C03,R3,kharif,marginal,0.43,19318.0,42.0,24218.0,0.77,INVITED,631748925,True
F0487,C04,R4,kharif,marginal,0.826,23607.0,82.0,31629.0,0.3,INVITED,219180788,True
F0488,C08,R3,kharif,marginal,0.513,15356.0,45.0,18224.0,0.83,INVITED,1337202144,True
F0489,C03,R3,kharif,marginal,0.555,24251.0,43.0,28417.0,0.88,INVITED,367740710,True
F0490,C01,R1,kharif,marginal,0.597,21115.0,61.0,27213.0,0.88,INVITED,1363643623,True
F0491,C10,R5,kharif,marginal,0.629,22268.0,49.0,30075.0,0.61,INVITED,183993897,True
F0492,C10,R5,kharif,small,1.034,34759.0,114.0,35356.0,0.63,INVITED,1971019045,True
F0493,C03,R3,kharif,marginal,0.37,9737.0,37.0,10773.0,0.31,INVITED,1311265575,True
F0494,C09,R4,kharif,marginal,0.342,9351.0,21.0,8769.0,0.67,INVITED,1045288254,True
F0495,C09,R4,kharif,marginal,0.286,7569.0,18.0,8091.0,0.82,INVITED,857255104,True
F0496,C05,R5,kharif,semi_medium,3.724,112706.0,316.0,117917.0,0.69,INVITED,1111533996,True
F0497,C05,R5,kharif,marginal,0.742,26964.0,70.0,33543.0,0.25,INVITED,1798246300,True
F0498,C03,R3,kharif,small,1.106,30690.0,89.0,33843.0,0.48,INVITED,1654124345,True
F0499,C07,R2,kharif,marginal,0.402,14138.0,30.0,19641.0,0.22,INVITED,1637161756,True
F0500,C10,R5,kharif,marginal,0.264,10838.0,21.0,10208.0,0.76,INVITED,759312679,True
